"STATISTIC Label","Year","Age Group","Place of Occurrence","UNIT","VALUE"
"Deaths","2015","All ages","Nursing Homes","Number","4408"
"Deaths","2015","All ages","Hospices","Number","2285"
"Deaths","2016","0 - 4 years","All places of occurrence","Number","225"
"Deaths","2016","0 - 4 years","General and Orthopaedic Hospitals","Number","58"
"Deaths","2016","0 - 4 years","Psychiatric Hospitals","Number","0"
"Deaths","2016","0 - 4 years","Private Hospitals","Number","0"
"Deaths","2016","0 - 4 years","Community Hospitals","Number","0"
"Deaths","2016","0 - 4 years","Maternity Hospitals","Number","88"
"Deaths","2016","0 - 4 years","Paediatric Hospitals","Number","55"
"Deaths","2016","0 - 4 years","Oncology Hospitals","Number","0"
"Deaths","2016","0 - 4 years","Domiciliary","Number","21"
"Deaths","2016","0 - 4 years","Elsewhere","Number","3"
"Deaths","2016","0 - 4 years","Nursing Homes","Number","0"
"Deaths","2016","0 - 4 years","Hospices","Number","0"
"Deaths","2016","5 - 14 years","All places of occurrence","Number","43"
"Deaths","2016","5 - 14 years","General and Orthopaedic Hospitals","Number","7"
"Deaths","2016","5 - 14 years","Psychiatric Hospitals","Number","0"
"Deaths","2016","5 - 14 years","Private Hospitals","Number","0"
"Deaths","2016","5 - 14 years","Community Hospitals","Number","0"
"Deaths","2016","5 - 14 years","Maternity Hospitals","Number","0"
"Deaths","2016","5 - 14 years","Paediatric Hospitals","Number","11"
"Deaths","2016","5 - 14 years","Oncology Hospitals","Number","0"
"Deaths","2016","5 - 14 years","Domiciliary","Number","19"
"Deaths","2016","5 - 14 years","Elsewhere","Number","4"
"Deaths","2016","5 - 14 years","Nursing Homes","Number","0"
"Deaths","2016","5 - 14 years","Hospices","Number","2"
"Deaths","2016","15 - 24 years","All places of occurrence","Number","186"
"Deaths","2016","15 - 24 years","General and Orthopaedic Hospitals","Number","76"
"Deaths","2016","15 - 24 years","Psychiatric Hospitals","Number","0"
"Deaths","2016","15 - 24 years","Private Hospitals","Number","1"
"Deaths","2016","15 - 24 years","Community Hospitals","Number","1"
"Deaths","2016","15 - 24 years","Maternity Hospitals","Number","0"
"Deaths","2016","15 - 24 years","Paediatric Hospitals","Number","4"
"Deaths","2016","15 - 24 years","Oncology Hospitals","Number","0"
"Deaths","2016","15 - 24 years","Domiciliary","Number","50"
"Deaths","2016","15 - 24 years","Elsewhere","Number","52"
"Deaths","2016","15 - 24 years","Nursing Homes","Number","1"
"Deaths","2016","15 - 24 years","Hospices","Number","1"
"Deaths","2016","25 - 34 years","All places of occurrence","Number","306"
"Deaths","2016","25 - 34 years","General and Orthopaedic Hospitals","Number","115"
"Deaths","2016","25 - 34 years","Psychiatric Hospitals","Number","0"
"Deaths","2016","25 - 34 years","Private Hospitals","Number","2"
"Deaths","2016","25 - 34 years","Community Hospitals","Number","0"
"Deaths","2016","25 - 34 years","Maternity Hospitals","Number","0"
"Deaths","2016","25 - 34 years","Paediatric Hospitals","Number","0"
"Deaths","2016","25 - 34 years","Oncology Hospitals","Number","1"
"Deaths","2016","25 - 34 years","Domiciliary","Number","102"
"Deaths","2016","25 - 34 years","Elsewhere","Number","69"
"Deaths","2016","25 - 34 years","Nursing Homes","Number","1"
"Deaths","2016","25 - 34 years","Hospices","Number","16"
"Deaths","2016","35 - 44 years","All places of occurrence","Number","643"
"Deaths","2016","35 - 44 years","General and Orthopaedic Hospitals","Number","226"
"Deaths","2016","35 - 44 years","Psychiatric Hospitals","Number","0"
"Deaths","2016","35 - 44 years","Private Hospitals","Number","5"
"Deaths","2016","35 - 44 years","Community Hospitals","Number","5"
"Deaths","2016","35 - 44 years","Maternity Hospitals","Number","0"
"Deaths","2016","35 - 44 years","Paediatric Hospitals","Number","0"
"Deaths","2016","35 - 44 years","Oncology Hospitals","Number","1"
"Deaths","2016","35 - 44 years","Domiciliary","Number","256"
"Deaths","2016","35 - 44 years","Elsewhere","Number","91"
"Deaths","2016","35 - 44 years","Nursing Homes","Number","5"
"Deaths","2016","35 - 44 years","Hospices","Number","54"
"Deaths","2016","45 - 54 years","All places of occurrence","Number","1337"
"Deaths","2016","45 - 54 years","General and Orthopaedic Hospitals","Number","576"
"Deaths","2016","45 - 54 years","Psychiatric Hospitals","Number","1"
"Deaths","2016","45 - 54 years","Private Hospitals","Number","44"
"Deaths","2016","45 - 54 years","Community Hospitals","Number","17"
"Deaths","2016","45 - 54 years","Maternity Hospitals","Number","0"
"Deaths","2016","45 - 54 years","Paediatric Hospitals","Number","0"
"Deaths","2016","45 - 54 years","Oncology Hospitals","Number","5"
"Deaths","2016","45 - 54 years","Domiciliary","Number","417"
"Deaths","2016","45 - 54 years","Elsewhere","Number","96"
"Deaths","2016","45 - 54 years","Nursing Homes","Number","14"
"Deaths","2016","45 - 54 years","Hospices","Number","167"
"Deaths","2016","55 - 64 years","All places of occurrence","Number","2833"
"Deaths","2016","55 - 64 years","General and Orthopaedic Hospitals","Number","1212"
"Deaths","2016","55 - 64 years","Psychiatric Hospitals","Number","4"
"Deaths","2016","55 - 64 years","Private Hospitals","Number","90"
"Deaths","2016","55 - 64 years","Community Hospitals","Number","57"
"Deaths","2016","55 - 64 years","Maternity Hospitals","Number","0"
"Deaths","2016","55 - 64 years","Paediatric Hospitals","Number","0"
"Deaths","2016","55 - 64 years","Oncology Hospitals","Number","4"
"Deaths","2016","55 - 64 years","Domiciliary","Number","850"
"Deaths","2016","55 - 64 years","Elsewhere","Number","134"
"Deaths","2016","55 - 64 years","Nursing Homes","Number","70"
"Deaths","2016","55 - 64 years","Hospices","Number","412"
"Deaths","2016","65 - 74 years","All places of occurrence","Number","5479"
"Deaths","2016","65 - 74 years","General and Orthopaedic Hospitals","Number","2437"
"Deaths","2016","65 - 74 years","Psychiatric Hospitals","Number","9"
"Deaths","2016","65 - 74 years","Private Hospitals","Number","227"
"Deaths","2016","65 - 74 years","Community Hospitals","Number","210"
"Deaths","2016","65 - 74 years","Maternity Hospitals","Number","0"
"Deaths","2016","65 - 74 years","Paediatric Hospitals","Number","0"
"Deaths","2016","65 - 74 years","Oncology Hospitals","Number","11"
"Deaths","2016","65 - 74 years","Domiciliary","Number","1473"
"Deaths","2016","65 - 74 years","Elsewhere","Number","147"
"Deaths","2016","65 - 74 years","Nursing Homes","Number","315"
"Deaths","2016","65 - 74 years","Hospices","Number","650"
"Deaths","2016","75 - 84 years","All places of occurrence","Number","9031"
"Deaths","2016","75 - 84 years","General and Orthopaedic Hospitals","Number","4010"
"Deaths","2016","75 - 84 years","Psychiatric Hospitals","Number","24"
"Deaths","2016","75 - 84 years","Private Hospitals","Number","326"
"Deaths","2016","75 - 84 years","Community Hospitals","Number","579"
"Deaths","2016","75 - 84 years","Maternity Hospitals","Number","0"
"Deaths","2016","75 - 84 years","Paediatric Hospitals","Number","0"
"Deaths","2016","75 - 84 years","Oncology Hospitals","Number","13"
"Deaths","2016","75 - 84 years","Domiciliary","Number","1829"
"Deaths","2016","75 - 84 years","Elsewhere","Number","171"
"Deaths","2016","75 - 84 years","Nursing Homes","Number","1372"
"Deaths","2016","75 - 84 years","Hospices","Number","707"
"Deaths","2016","85 years and over","All places of occurrence","Number","10584"
"Deaths","2016","85 years and over","General and Orthopaedic Hospitals","Number","3592"
"Deaths","2016","85 years and over","Psychiatric Hospitals","Number","29"
"Deaths","2016","85 years and over","Private Hospitals","Number","224"
"Deaths","2016","85 years and over","Community Hospitals","Number","1007"
"Deaths","2016","85 years and over","Maternity Hospitals","Number","0"
"Deaths","2016","85 years and over","Paediatric Hospitals","Number","0"
"Deaths","2016","85 years and over","Oncology Hospitals","Number","6"
"Deaths","2016","85 years and over","Domiciliary","Number","1832"
"Deaths","2016","85 years and over","Elsewhere","Number","176"
"Deaths","2016","85 years and over","Nursing Homes","Number","3339"
"Deaths","2016","85 years and over","Hospices","Number","379"
"Deaths","2016","All ages","All places of occurrence","Number","30667"
"Deaths","2016","All ages","General and Orthopaedic Hospitals","Number","12309"
"Deaths","2016","All ages","Psychiatric Hospitals","Number","67"
"Deaths","2016","All ages","Private Hospitals","Number","919"
"Deaths","2016","All ages","Community Hospitals","Number","1876"
"Deaths","2016","All ages","Maternity Hospitals","Number","88"
"Deaths","2016","All ages","Paediatric Hospitals","Number","70"
"Deaths","2016","All ages","Oncology Hospitals","Number","41"
"Deaths","2016","All ages","Domiciliary","Number","6849"
"Deaths","2016","All ages","Elsewhere","Number","943"
"Deaths","2016","All ages","Nursing Homes","Number","5117"
"Deaths","2016","All ages","Hospices","Number","2388"
"Deaths","2017","0 - 4 years","All places of occurrence","Number","219"
"Deaths","2017","0 - 4 years","General and Orthopaedic Hospitals","Number","45"
"Deaths","2017","0 - 4 years","Psychiatric Hospitals","Number","0"
"Deaths","2017","0 - 4 years","Private Hospitals","Number","0"
"Deaths","2017","0 - 4 years","Community Hospitals","Number","0"
"Deaths","2017","0 - 4 years","Maternity Hospitals","Number","92"
"Deaths","2017","0 - 4 years","Paediatric Hospitals","Number","58"
"Deaths","2017","0 - 4 years","Oncology Hospitals","Number","0"
"Deaths","2017","0 - 4 years","Domiciliary","Number","21"
"Deaths","2017","0 - 4 years","Elsewhere","Number","2"
"Deaths","2017","0 - 4 years","Nursing Homes","Number","0"
"Deaths","2017","0 - 4 years","Hospices","Number","1"
"Deaths","2017","5 - 14 years","All places of occurrence","Number","45"
"Deaths","2017","5 - 14 years","General and Orthopaedic Hospitals","Number","13"
"Deaths","2017","5 - 14 years","Psychiatric Hospitals","Number","0"
"Deaths","2017","5 - 14 years","Private Hospitals","Number","0"
"Deaths","2017","5 - 14 years","Community Hospitals","Number","0"
"Deaths","2017","5 - 14 years","Maternity Hospitals","Number","0"
"Deaths","2017","5 - 14 years","Paediatric Hospitals","Number","13"
"Deaths","2017","5 - 14 years","Oncology Hospitals","Number","0"
"Deaths","2017","5 - 14 years","Domiciliary","Number","15"
"Deaths","2017","5 - 14 years","Elsewhere","Number","2"
"Deaths","2017","5 - 14 years","Nursing Homes","Number","0"
"Deaths","2017","5 - 14 years","Hospices","Number","2"
"Deaths","2017","15 - 24 years","All places of occurrence","Number","148"
"Deaths","2017","15 - 24 years","General and Orthopaedic Hospitals","Number","43"
"Deaths","2017","15 - 24 years","Psychiatric Hospitals","Number","0"
"Deaths","2017","15 - 24 years","Private Hospitals","Number","1"
"Deaths","2017","15 - 24 years","Community Hospitals","Number","0"
"Deaths","2017","15 - 24 years","Maternity Hospitals","Number","0"
"Deaths","2017","15 - 24 years","Paediatric Hospitals","Number","6"
"Deaths","2017","15 - 24 years","Oncology Hospitals","Number","0"
"Deaths","2017","15 - 24 years","Domiciliary","Number","64"
"Deaths","2017","15 - 24 years","Elsewhere","Number","31"
"Deaths","2017","15 - 24 years","Nursing Homes","Number","0"
"Deaths","2017","15 - 24 years","Hospices","Number","3"
"Deaths","2017","25 - 34 years","All places of occurrence","Number","318"
"Deaths","2017","25 - 34 years","General and Orthopaedic Hospitals","Number","91"
"Deaths","2017","25 - 34 years","Psychiatric Hospitals","Number","0"
"Deaths","2017","25 - 34 years","Private Hospitals","Number","3"
"Deaths","2017","25 - 34 years","Community Hospitals","Number","2"
"Deaths","2017","25 - 34 years","Maternity Hospitals","Number","0"
"Deaths","2017","25 - 34 years","Paediatric Hospitals","Number","0"
"Deaths","2017","25 - 34 years","Oncology Hospitals","Number","1"
"Deaths","2017","25 - 34 years","Domiciliary","Number","116"
"Deaths","2017","25 - 34 years","Elsewhere","Number","82"
"Deaths","2017","25 - 34 years","Nursing Homes","Number","0"
"Deaths","2017","25 - 34 years","Hospices","Number","23"
"Deaths","2017","35 - 44 years","All places of occurrence","Number","638"
"Deaths","2017","35 - 44 years","General and Orthopaedic Hospitals","Number","220"
"Deaths","2017","35 - 44 years","Psychiatric Hospitals","Number","0"
"Deaths","2017","35 - 44 years","Private Hospitals","Number","14"
"Deaths","2017","35 - 44 years","Community Hospitals","Number","3"
"Deaths","2017","35 - 44 years","Maternity Hospitals","Number","0"
"Deaths","2017","35 - 44 years","Paediatric Hospitals","Number","0"
"Deaths","2017","35 - 44 years","Oncology Hospitals","Number","2"
"Deaths","2017","35 - 44 years","Domiciliary","Number","220"
"Deaths","2017","35 - 44 years","Elsewhere","Number","100"
"Deaths","2017","35 - 44 years","Nursing Homes","Number","4"
"Deaths","2017","35 - 44 years","Hospices","Number","75"
"Deaths","2017","45 - 54 years","All places of occurrence","Number","1327"
"Deaths","2017","45 - 54 years","General and Orthopaedic Hospitals","Number","502"
"Deaths","2017","45 - 54 years","Psychiatric Hospitals","Number","0"
"Deaths","2017","45 - 54 years","Private Hospitals","Number","32"
"Deaths","2017","45 - 54 years","Community Hospitals","Number","27"
"Deaths","2017","45 - 54 years","Maternity Hospitals","Number","0"
"Deaths","2017","45 - 54 years","Paediatric Hospitals","Number","0"
"Deaths","2017","45 - 54 years","Oncology Hospitals","Number","2"
"Deaths","2017","45 - 54 years","Domiciliary","Number","446"
"Deaths","2017","45 - 54 years","Elsewhere","Number","101"
"Deaths","2017","45 - 54 years","Nursing Homes","Number","14"
"Deaths","2017","45 - 54 years","Hospices","Number","203"
"Deaths","2017","55 - 64 years","All places of occurrence","Number","2721"
"Deaths","2017","55 - 64 years","General and Orthopaedic Hospitals","Number","1106"
"Deaths","2017","55 - 64 years","Psychiatric Hospitals","Number","4"
"Deaths","2017","55 - 64 years","Private Hospitals","Number","110"
"Deaths","2017","55 - 64 years","Community Hospitals","Number","61"
"Deaths","2017","55 - 64 years","Maternity Hospitals","Number","0"
"Deaths","2017","55 - 64 years","Paediatric Hospitals","Number","0"
"Deaths","2017","55 - 64 years","Oncology Hospitals","Number","5"
"Deaths","2017","55 - 64 years","Domiciliary","Number","826"
"Deaths","2017","55 - 64 years","Elsewhere","Number","117"
"Deaths","2017","55 - 64 years","Nursing Homes","Number","84"
"Deaths","2017","55 - 64 years","Hospices","Number","408"
"Deaths","2017","65 - 74 years","All places of occurrence","Number","5363"
"Deaths","2017","65 - 74 years","General and Orthopaedic Hospitals","Number","2393"
"Deaths","2017","65 - 74 years","Psychiatric Hospitals","Number","6"
"Deaths","2017","65 - 74 years","Private Hospitals","Number","226"
"Deaths","2017","65 - 74 years","Community Hospitals","Number","169"
"Deaths","2017","65 - 74 years","Maternity Hospitals","Number","0"
"Deaths","2017","65 - 74 years","Paediatric Hospitals","Number","0"
"Deaths","2017","65 - 74 years","Oncology Hospitals","Number","6"
"Deaths","2017","65 - 74 years","Domiciliary","Number","1403"
"Deaths","2017","65 - 74 years","Elsewhere","Number","136"
"Deaths","2017","65 - 74 years","Nursing Homes","Number","357"
"Deaths","2017","65 - 74 years","Hospices","Number","667"
"Deaths","2017","75 - 84 years","All places of occurrence","Number","8969"
"Deaths","2017","75 - 84 years","General and Orthopaedic Hospitals","Number","3926"
"Deaths","2017","75 - 84 years","Psychiatric Hospitals","Number","18"
"Deaths","2017","75 - 84 years","Private Hospitals","Number","310"
"Deaths","2017","75 - 84 years","Community Hospitals","Number","558"
"Deaths","2017","75 - 84 years","Maternity Hospitals","Number","0"
"Deaths","2017","75 - 84 years","Paediatric Hospitals","Number","0"
"Deaths","2017","75 - 84 years","Oncology Hospitals","Number","8"
"Deaths","2017","75 - 84 years","Domiciliary","Number","1895"
"Deaths","2017","75 - 84 years","Elsewhere","Number","144"
"Deaths","2017","75 - 84 years","Nursing Homes","Number","1381"
"Deaths","2017","75 - 84 years","Hospices","Number","729"
"Deaths","2017","85 years and over","All places of occurrence","Number","10670"
"Deaths","2017","85 years and over","General and Orthopaedic Hospitals","Number","3689"
"Deaths","2017","85 years and over","Psychiatric Hospitals","Number","24"
"Deaths","2017","85 years and over","Private Hospitals","Number","213"
"Deaths","2017","85 years and over","Community Hospitals","Number","962"
"Deaths","2017","85 years and over","Maternity Hospitals","Number","0"
"Deaths","2017","85 years and over","Paediatric Hospitals","Number","0"
"Deaths","2017","85 years and over","Oncology Hospitals","Number","5"
"Deaths","2017","85 years and over","Domiciliary","Number","1892"
"Deaths","2017","85 years and over","Elsewhere","Number","180"
"Deaths","2017","85 years and over","Nursing Homes","Number","3361"
"Deaths","2017","85 years and over","Hospices","Number","344"
"Deaths","2017","All ages","All places of occurrence","Number","30418"
"Deaths","2017","All ages","General and Orthopaedic Hospitals","Number","12028"
"Deaths","2017","All ages","Psychiatric Hospitals","Number","52"
"Deaths","2017","All ages","Private Hospitals","Number","909"
"Deaths","2017","All ages","Community Hospitals","Number","1782"
"Deaths","2017","All ages","Maternity Hospitals","Number","92"
"Deaths","2017","All ages","Paediatric Hospitals","Number","77"
"Deaths","2017","All ages","Oncology Hospitals","Number","29"
"Deaths","2017","All ages","Domiciliary","Number","6898"
"Deaths","2017","All ages","Elsewhere","Number","895"
"Deaths","2017","All ages","Nursing Homes","Number","5201"
"Deaths","2017","All ages","Hospices","Number","2455"
"Deaths","2018","0 - 4 years","All places of occurrence","Number","198"
"Deaths","2018","0 - 4 years","General and Orthopaedic Hospitals","Number","40"
"Deaths","2018","0 - 4 years","Psychiatric Hospitals","Number","0"
"Deaths","2018","0 - 4 years","Private Hospitals","Number","0"
"Deaths","2018","0 - 4 years","Community Hospitals","Number","0"
"Deaths","2018","0 - 4 years","Maternity Hospitals","Number","95"
"Deaths","2018","0 - 4 years","Paediatric Hospitals","Number","43"
"Deaths","2018","0 - 4 years","Oncology Hospitals","Number","0"
"Deaths","2018","0 - 4 years","Domiciliary","Number","17"
"Deaths","2018","0 - 4 years","Elsewhere","Number","2"
"Deaths","2018","0 - 4 years","Nursing Homes","Number","0"
"Deaths","2018","0 - 4 years","Hospices","Number","1"
"Deaths","2018","5 - 14 years","All places of occurrence","Number","48"
"Deaths","2018","5 - 14 years","General and Orthopaedic Hospitals","Number","14"
"Deaths","2018","5 - 14 years","Psychiatric Hospitals","Number","0"
"Deaths","2018","5 - 14 years","Private Hospitals","Number","0"
"Deaths","2018","5 - 14 years","Community Hospitals","Number","0"
"Deaths","2018","5 - 14 years","Maternity Hospitals","Number","0"
"Deaths","2018","5 - 14 years","Paediatric Hospitals","Number","17"
"Deaths","2018","5 - 14 years","Oncology Hospitals","Number","0"
"Deaths","2018","5 - 14 years","Domiciliary","Number","14"
"Deaths","2018","5 - 14 years","Elsewhere","Number","3"
"Deaths","2018","5 - 14 years","Nursing Homes","Number","0"
"Deaths","2018","5 - 14 years","Hospices","Number","0"
"Deaths","2018","15 - 24 years","All places of occurrence","Number","159"
"Deaths","2018","15 - 24 years","General and Orthopaedic Hospitals","Number","53"
"Deaths","2018","15 - 24 years","Psychiatric Hospitals","Number","0"
"Deaths","2018","15 - 24 years","Private Hospitals","Number","3"
"Deaths","2018","15 - 24 years","Community Hospitals","Number","0"
"Deaths","2018","15 - 24 years","Maternity Hospitals","Number","0"
"Deaths","2018","15 - 24 years","Paediatric Hospitals","Number","3"
"Deaths","2018","15 - 24 years","Oncology Hospitals","Number","0"
"Deaths","2018","15 - 24 years","Domiciliary","Number","54"
"Deaths","2018","15 - 24 years","Elsewhere","Number","42"
"Deaths","2018","15 - 24 years","Nursing Homes","Number","1"
"Deaths","2018","15 - 24 years","Hospices","Number","3"
"Deaths","2018","25 - 34 years","All places of occurrence","Number","322"
"Deaths","2018","25 - 34 years","General and Orthopaedic Hospitals","Number","109"
"Deaths","2018","25 - 34 years","Psychiatric Hospitals","Number","0"
"Deaths","2018","25 - 34 years","Private Hospitals","Number","4"
"Deaths","2018","25 - 34 years","Community Hospitals","Number","1"
"Deaths","2018","25 - 34 years","Maternity Hospitals","Number","0"
"Deaths","2018","25 - 34 years","Paediatric Hospitals","Number","1"
"Deaths","2018","25 - 34 years","Oncology Hospitals","Number","0"
"Deaths","2018","25 - 34 years","Domiciliary","Number","120"
"Deaths","2018","25 - 34 years","Elsewhere","Number","73"
"Deaths","2018","25 - 34 years","Nursing Homes","Number","1"
"Deaths","2018","25 - 34 years","Hospices","Number","13"
"Deaths","2018","35 - 44 years","All places of occurrence","Number","650"
"Deaths","2018","35 - 44 years","General and Orthopaedic Hospitals","Number","232"
"Deaths","2018","35 - 44 years","Psychiatric Hospitals","Number","0"
"Deaths","2018","35 - 44 years","Private Hospitals","Number","20"
"Deaths","2018","35 - 44 years","Community Hospitals","Number","8"
"Deaths","2018","35 - 44 years","Maternity Hospitals","Number","0"
"Deaths","2018","35 - 44 years","Paediatric Hospitals","Number","2"
"Deaths","2018","35 - 44 years","Oncology Hospitals","Number","2"
"Deaths","2018","35 - 44 years","Domiciliary","Number","222"
"Deaths","2018","35 - 44 years","Elsewhere","Number","95"
"Deaths","2018","35 - 44 years","Nursing Homes","Number","11"
"Deaths","2018","35 - 44 years","Hospices","Number","58"
"Deaths","2018","45 - 54 years","All places of occurrence","Number","1383"
"Deaths","2018","45 - 54 years","General and Orthopaedic Hospitals","Number","549"
"Deaths","2018","45 - 54 years","Psychiatric Hospitals","Number","1"
"Deaths","2018","45 - 54 years","Private Hospitals","Number","60"
"Deaths","2018","45 - 54 years","Community Hospitals","Number","31"
"Deaths","2018","45 - 54 years","Maternity Hospitals","Number","0"
"Deaths","2018","45 - 54 years","Paediatric Hospitals","Number","3"
"Deaths","2018","45 - 54 years","Oncology Hospitals","Number","4"
"Deaths","2018","45 - 54 years","Domiciliary","Number","457"
"Deaths","2018","45 - 54 years","Elsewhere","Number","106"
"Deaths","2018","45 - 54 years","Nursing Homes","Number","23"
"Deaths","2018","45 - 54 years","Hospices","Number","149"
"Deaths","2018","55 - 64 years","All places of occurrence","Number","2833"
"Deaths","2018","55 - 64 years","General and Orthopaedic Hospitals","Number","1181"
"Deaths","2018","55 - 64 years","Psychiatric Hospitals","Number","7"
"Deaths","2018","55 - 64 years","Private Hospitals","Number","116"
"Deaths","2018","55 - 64 years","Community Hospitals","Number","95"
"Deaths","2018","55 - 64 years","Maternity Hospitals","Number","0"
"Deaths","2018","55 - 64 years","Paediatric Hospitals","Number","12"
"Deaths","2018","55 - 64 years","Oncology Hospitals","Number","5"
"Deaths","2018","55 - 64 years","Domiciliary","Number","861"
"Deaths","2018","55 - 64 years","Elsewhere","Number","110"
"Deaths","2018","55 - 64 years","Nursing Homes","Number","90"
"Deaths","2018","55 - 64 years","Hospices","Number","356"
"Deaths","2018","65 - 74 years","All places of occurrence","Number","5687"
"Deaths","2018","65 - 74 years","General and Orthopaedic Hospitals","Number","2533"
"Deaths","2018","65 - 74 years","Psychiatric Hospitals","Number","14"
"Deaths","2018","65 - 74 years","Private Hospitals","Number","234"
"Deaths","2018","65 - 74 years","Community Hospitals","Number","232"
"Deaths","2018","65 - 74 years","Maternity Hospitals","Number","1"
"Deaths","2018","65 - 74 years","Paediatric Hospitals","Number","19"
"Deaths","2018","65 - 74 years","Oncology Hospitals","Number","7"
"Deaths","2018","65 - 74 years","Domiciliary","Number","1517"
"Deaths","2018","65 - 74 years","Elsewhere","Number","126"
"Deaths","2018","65 - 74 years","Nursing Homes","Number","362"
"Deaths","2018","65 - 74 years","Hospices","Number","642"
"Deaths","2018","75 - 84 years","All places of occurrence","Number","9023"
"Deaths","2018","75 - 84 years","General and Orthopaedic Hospitals","Number","3942"
"Deaths","2018","75 - 84 years","Psychiatric Hospitals","Number","32"
"Deaths","2018","75 - 84 years","Private Hospitals","Number","350"
"Deaths","2018","75 - 84 years","Community Hospitals","Number","722"
"Deaths","2018","75 - 84 years","Maternity Hospitals","Number","1"
"Deaths","2018","75 - 84 years","Paediatric Hospitals","Number","29"
"Deaths","2018","75 - 84 years","Oncology Hospitals","Number","7"
"Deaths","2018","75 - 84 years","Domiciliary","Number","1796"
"Deaths","2018","75 - 84 years","Elsewhere","Number","152"
"Deaths","2018","75 - 84 years","Nursing Homes","Number","1261"
"Deaths","2018","75 - 84 years","Hospices","Number","731"
"Deaths","2018","85 years and over","All places of occurrence","Number","10837"
"Deaths","2018","85 years and over","General and Orthopaedic Hospitals","Number","3616"
"Deaths","2018","85 years and over","Psychiatric Hospitals","Number","25"
"Deaths","2018","85 years and over","Private Hospitals","Number","252"
"Deaths","2018","85 years and over","Community Hospitals","Number","1263"
"Deaths","2018","85 years and over","Maternity Hospitals","Number","3"
"Deaths","2018","85 years and over","Paediatric Hospitals","Number","17"
"Deaths","2018","85 years and over","Oncology Hospitals","Number","2"
"Deaths","2018","85 years and over","Domiciliary","Number","1954"
"Deaths","2018","85 years and over","Elsewhere","Number","139"
"Deaths","2018","85 years and over","Nursing Homes","Number","3146"
"Deaths","2018","85 years and over","Hospices","Number","420"
"Deaths","2018","All ages","All places of occurrence","Number","31140"
"Deaths","2018","All ages","General and Orthopaedic Hospitals","Number","12269"
"Deaths","2018","All ages","Psychiatric Hospitals","Number","79"
"Deaths","2018","All ages","Private Hospitals","Number","1039"
"Deaths","2018","All ages","Community Hospitals","Number","2352"
"Deaths","2018","All ages","Maternity Hospitals","Number","100"
"Deaths","2018","All ages","Paediatric Hospitals","Number","146"
"Deaths","2018","All ages","Oncology Hospitals","Number","27"
"Deaths","2018","All ages","Domiciliary","Number","7012"
"Deaths","2018","All ages","Elsewhere","Number","848"
